,year,month,sales,iso_alpha
1638,2016,4,80703,IDN
1699,2016,5,84551,IDN
1760,2016,6,89236,IDN
1822,2016,7,60119,IDN
1880,2016,8,83553,IDN
1942,2016,9,82750,IDN
2004,2016,10,81998,IDN
2064,2016,11,95792,IDN
2124,2016,12,100544,IDN
2185,2017,1,81220,IDN
2247,2017,2,89165,IDN
2311,2017,3,95686,IDN
2373,2017,4,83334,IDN
2437,2017,5,87266,IDN
2504,2017,6,62540,IDN
2563,2017,7,79463,IDN
2623,2017,8,90759,IDN
2686,2017,9,80929,IDN
2749,2017,10,86268,IDN
2811,2017,11,87821,IDN
2874,2017,12,78488,IDN
2934,2018,1,88769,IDN
2997,2018,2,86650,IDN
3059,2018,3,92753,IDN
3119,2018,4,92708,IDN
3182,2018,5,92582,IDN
3249,2018,6,53336,IDN
3305,2018,7,98206,IDN
3368,2018,8,93867,IDN
3430,2018,9,83854,IDN
3491,2018,10,97271,IDN
3554,2018,11,91964,IDN
3616,2018,12,79316,IDN
3679,2019,1,73862,IDN
3741,2019,2,74550,IDN
3803,2019,3,84099,IDN
3864,2019,4,79062,IDN
3927,2019,5,79398,IDN
3990,2019,6,54612,IDN
4051,2019,7,82879,IDN
4113,2019,8,83110,IDN
4174,2019,9,85624,IDN
4235,2019,10,87249,IDN
4298,2019,11,84128,IDN
4361,2019,12,79571,IDN
4421,2020,1,75211,IDN
4485,2020,2,73979,IDN
4544,2020,3,72668,IDN
4620,2020,4,7139,IDN
4704,2020,5,3057,IDN
4752,2020,6,11219,IDN
4802,2020,7,23269,IDN
4857,2020,8,34562,IDN
4919,2020,9,45265,IDN
4981,2020,10,45930,IDN
5042,2020,11,49400,IDN
5102,2020,12,52604,IDN
5163,2021,1,48876,IDN
5224,2021,2,44915,IDN
5284,2021,3,79687,IDN
5342,2021,4,73741,IDN
5404,2021,5,51586,IDN
5463,2021,6,68864,IDN
5522,2021,7,62104,IDN
5577,2021,8,77195,IDN
5633,2021,9,77476,IDN
5692,2021,10,68631,IDN
5747,2021,11,79117,IDN
5803,2021,12,89117,IDN
5857,2022,1,81360,IDN
5916,2022,2,78244,IDN
5973,2022,3,96110,IDN
6033,2022,4,77528,IDN
6095,2022,5,48153,IDN
6151,2022,6,75381,IDN
6207,2022,7,82324,IDN
6260,2022,8,92540,IDN
6318,2022,9,96009,IDN
6376,2022,10,89645,IDN
6433,2022,11,87198,IDN
6489,2022,12,100927,IDN
6543,2023,1,89623,IDN
6601,2023,2,83283,IDN
6657,2023,3,96690,IDN
6716,2023,4,57213,IDN
6769,2023,5,79988,IDN
6824,2023,6,80105,IDN
6880,2023,7,77903,IDN
6933,2023,8,85918,IDN
6987,2023,9,77357,IDN
4,2014,1,269074,IND
62,2014,2,265126,IND
123,2014,3,301210,IND
182,2014,4,231621,IND
241,2014,5,254939,IND
298,2014,6,269947,IND
358,2014,7,247200,IND
416,2014,8,262388,IND
477,2014,9,279708,IND
535,2014,10,273116,IND
594,2014,11,260124,IND
652,2014,12,260025,IND
709,2015,1,283100,IND
770,2015,2,284008,IND
833,2015,3,309865,IND
893,2015,4,263861,IND
954,2015,5,266512,IND
1016,2015,6,269088,IND
1076,2015,7,274163,IND
1136,2015,8,274674,IND
1198,2015,9,295012,IND
1258,2015,10,327225,IND
1320,2015,11,288430,IND
1380,2015,12,287800,IND
1441,2016,1,293699,IND
1502,2016,2,296513,IND
1565,2016,3,336807,IND
1625,2016,4,295895,IND
1686,2016,5,288729,IND
1748,2016,6,279486,IND
1807,2016,7,311538,IND
1868,2016,8,311718,IND
1930,2016,9,340049,IND
1990,2016,10,346246,IND
2052,2016,11,286758,IND
2112,2016,12,281790,IND
2173,2017,1,326559,IND
2236,2017,2,322298,IND
2301,2017,3,369776,IND
2362,2017,4,319092,IND
2426,2017,5,305099,IND
2491,2017,6,255289,IND
2550,2017,7,357997,IND
2611,2017,8,359645,IND
2675,2017,9,387150,IND
2736,2017,10,349630,IND
2798,2017,11,344263,IND
2860,2017,12,322074,IND
2922,2018,1,371137,IND
2984,2018,2,363106,IND
3047,2018,3,409403,IND
3107,2018,4,371497,IND
3169,2018,5,377716,IND
3233,2018,6,354383,IND
3294,2018,7,367457,IND
3355,2018,8,371854,IND
3419,2018,9,388525,IND
3480,2018,10,371371,IND
3542,2018,11,338812,IND
3604,2018,12,314676,IND
3666,2019,1,367716,IND
3728,2019,2,359720,IND
3791,2019,3,400836,IND
3853,2019,4,316221,IND
3915,2019,5,308194,IND
3977,2019,6,296503,IND
4039,2019,7,257652,IND
4101,2019,8,248421,IND
4163,2019,9,281738,IND
4223,2019,10,351800,IND
4287,2019,11,325680,IND
4349,2019,12,302408,IND
4410,2020,1,337752,IND
4471,2020,2,309520,IND
4538,2020,3,153774,IND
4665,2020,5,45878,IND
4722,2020,6,139153,IND
4781,2020,7,234522,IND
4842,2020,8,276523,IND
4904,2020,9,347289,IND
4965,2020,10,406988,IND
5027,2020,11,349303,IND
5088,2020,12,332342,IND
5150,2021,1,339574,IND
5210,2021,2,350161,IND
5270,2021,3,361773,IND
5330,2021,4,304331,IND
5399,2021,5,101001,IND
5451,2021,6,269504,IND
5510,2021,7,329184,IND
5567,2021,8,291744,IND
5625,2021,9,200637,IND
5679,2021,10,291587,IND
5736,2021,11,277161,IND
5792,2021,12,283784,IND
5847,2022,1,365690,IND
5905,2022,2,371181,IND
5964,2022,3,396200,IND
6021,2022,4,326037,IND
6079,2022,5,320123,IND
6137,2022,6,353491,IND
6195,2022,7,369445,IND
6252,2022,8,351206,IND
6310,2022,9,380838,IND
6366,2022,10,367458,IND
6423,2022,11,348822,IND
6480,2022,12,293852,IND
6533,2023,1,383567,IND
6590,2023,2,377054,IND
6646,2023,3,372227,IND
6701,2023,4,348694,IND
6756,2023,5,356690,IND
6812,2023,6,346202,IND
6867,2023,7,370332,IND
6920,2023,8,384222,IND
6974,2023,9,384220,IND
29,2014,1,26032,IRL
95,2014,2,14621,IRL
158,2014,3,16427,IRL
221,2014,4,9370,IRL
283,2014,5,7710,IRL
349,2014,6,2295,IRL
386,2014,7,21524,IRL
458,2014,8,6240,IRL
520,2014,9,5431,IRL
584,2014,10,3634,IRL
647,2014,11,1426,IRL
705,2014,12,508,IRL
732,2015,1,34995,IRL
801,2015,2,18382,IRL
866,2015,3,22132,IRL
931,2015,4,11790,IRL
997,2015,5,8871,IRL
1068,2015,6,2406,IRL
1099,2015,7,31691,IRL
1178,2015,8,8238,IRL
1242,2015,9,6548,IRL
1309,2015,10,3925,IRL
1373,2015,11,1648,IRL
1436,2015,12,626,IRL
1461,2016,1,46887,IRL
1530,2016,2,25367,IRL
1593,2016,3,25304,IRL
1662,2016,4,13019,IRL
1729,2016,5,8673,IRL
1798,2016,6,2603,IRL
1829,2016,7,34665,IRL
1909,2016,8,9376,IRL
1974,2016,9,6544,IRL
2041,2016,10,3548,IRL
2106,2016,11,1486,IRL
2167,2016,12,707,IRL
2191,2017,1,45865,IRL
2269,2017,2,19902,IRL
2331,2017,3,23333,IRL
2403,2017,4,9796,IRL
2473,2017,5,7710,IRL
2544,2017,6,2172,IRL
2573,2017,7,32013,IRL
2659,2017,8,7338,IRL
2723,2017,9,5522,IRL
2791,2017,10,2940,IRL
2854,2017,11,1397,IRL
2918,2017,12,532,IRL
2941,2018,1,44255,IRL
3016,2018,2,19958,IRL
3079,2018,3,21214,IRL
3152,2018,4,10145,IRL
3219,2018,5,7952,IRL
3288,2018,6,2134,IRL
3318,2018,7,31753,IRL
3402,2018,8,7533,IRL
3469,2018,9,4677,IRL
3534,2018,10,2852,IRL
3599,2018,11,1295,IRL
3662,2018,12,417,IRL
3687,2019,1,38380,IRL
3762,2019,2,17859,IRL
3825,2019,3,20072,IRL
3895,2019,4,11043,IRL
3962,2019,5,8363,IRL
4032,2019,6,2478,IRL
4062,2019,7,29665,IRL
4148,2019,8,7153,IRL
4213,2019,9,4910,IRL
4278,2019,10,3384,IRL
4343,2019,11,1720,IRL
4406,2019,12,438,IRL
4431,2020,1,33540,IRL
4507,2020,2,14709,IRL
4578,2020,3,6843,IRL
4646,2020,4,584,IRL
4706,2020,5,2048,IRL
4775,2020,6,1426,IRL
4805,2020,7,22658,IRL
4891,2020,8,5750,IRL
4951,2020,9,7011,IRL
5018,2020,10,3439,IRL
5081,2020,11,1460,IRL
5146,2020,12,791,IRL
5174,2021,1,30413,IRL
5240,2021,2,17253,IRL
5310,2021,3,12442,IRL
5374,2021,4,9735,IRL
5437,2021,5,8335,IRL
5501,2021,6,3803,IRL
5528,2021,7,31470,IRL
5605,2021,8,9098,IRL
5667,2021,9,6212,IRL
5726,2021,10,4023,IRL
5785,2021,11,1973,IRL
5844,2021,12,743,IRL
5871,2022,1,30308,IRL
5940,2022,2,14440,IRL
6003,2022,3,15119,IRL
6062,2022,4,9645,IRL
6125,2022,5,6870,IRL
6188,2022,6,2862,IRL
6218,2022,7,26085,IRL
6292,2022,8,10385,IRL
6351,2022,9,8166,IRL
6411,2022,10,4126,IRL
6473,2022,11,1914,IRL
6529,2022,12,611,IRL
6555,2023,1,33099,IRL
6621,2023,2,15886,IRL
6678,2023,3,21247,IRL
6738,2023,4,11214,IRL
6796,2023,5,10219,IRL
6860,2023,6,4177,IRL
6888,2023,7,33009,IRL
6958,2023,8,10469,IRL
7015,2023,9,7762,IRL
19,2014,1,60684,IRN
77,2014,2,65798,IRN
135,2014,3,72580,IRN
193,2014,4,78792,IRN
252,2014,5,79822,IRN
310,2014,6,79509,IRN
369,2014,7,81666,IRN
427,2014,8,65015,IRN
486,2014,9,77950,IRN
546,2014,10,88400,IRN
602,2014,11,96711,IRN
662,2014,12,91913,IRN
720,2015,1,91619,IRN
782,2015,2,82073,IRN
846,2015,3,66489,IRN
907,2015,4,59664,IRN
967,2015,5,73231,IRN
1027,2015,6,79842,IRN
1087,2015,7,85992,IRN
1145,2015,8,91664,IRN
1207,2015,9,106462,IRN
1269,2015,10,95939,IRN
1331,2015,11,94568,IRN
1394,2015,12,89228,IRN
1450,2016,1,96493,IRN
1512,2016,2,98786,IRN
1575,2016,3,93048,IRN
1635,2016,4,98496,IRN
1696,2016,5,101923,IRN
1758,2016,6,98209,IRN
1818,2016,7,96920,IRN
1878,2016,8,94708,IRN
1941,2016,9,91998,IRN
2002,2016,10,88463,IRN
2065,2016,11,92644,IRN
2126,2016,12,93740,IRN
28,2014,1,27220,ISR
89,2014,2,21245,ISR
149,2014,3,23766,ISR
212,2014,4,18303,ISR
269,2014,5,21707,ISR
326,2014,6,23189,ISR
388,2014,7,18699,ISR
444,2014,8,19673,ISR
505,2014,9,19535,ISR
566,2014,10,17091,ISR
623,2014,11,19508,ISR
689,2014,12,10471,ISR
734,2015,1,33602,ISR
799,2015,2,21830,ISR
860,2015,3,24522,ISR
926,2015,4,17680,ISR
982,2015,5,20747,ISR
1042,2015,6,25431,ISR
1106,2015,7,23483,ISR
1166,2015,8,21203,ISR
1234,2015,9,14910,ISR
1290,2015,10,20342,ISR
1348,2015,11,21131,ISR
1420,2015,12,9780,ISR
1465,2016,1,37757,ISR
1528,2016,2,25966,ISR
1591,2016,3,29198,ISR
1654,2016,4,23309,ISR
1715,2016,5,25517,ISR
1778,2016,6,26344,ISR
1836,2016,7,27173,ISR
1892,2016,8,27336,ISR
1956,2016,9,24675,ISR
2028,2016,10,13663,ISR
2083,2016,11,20962,ISR
2157,2016,12,6895,ISR
2192,2017,1,44415,ISR
2262,2017,2,25020,ISR
2328,2017,3,27905,ISR
2394,2017,4,19838,ISR
2455,2017,5,24555,ISR
2519,2017,6,25134,ISR
2578,2017,7,25838,ISR
2639,2017,8,24125,ISR
2703,2017,9,19988,ISR
2769,2017,10,19829,ISR
2833,2017,11,17788,ISR
2909,2017,12,5798,ISR
2943,2018,1,39312,ISR
3010,2018,2,26103,ISR
3074,2018,3,29163,ISR
3141,2018,4,19244,ISR
3200,2018,5,25557,ISR
3262,2018,6,23182,ISR
3321,2018,7,25433,ISR
3385,2018,8,23522,ISR
3458,2018,9,12882,ISR
3512,2018,10,20955,ISR
3580,2018,11,15780,ISR
3653,2018,12,5186,ISR
3686,2019,1,38553,ISR
3755,2019,2,24634,ISR
3819,2019,3,29255,ISR
3881,2019,4,22877,ISR
3947,2019,5,21438,ISR
4007,2019,6,21942,ISR
4067,2019,7,23058,ISR
4132,2019,8,19425,ISR
4195,2019,9,17913,ISR
4262,2019,10,14084,ISR
4323,2019,11,16357,ISR
4396,2019,12,5688,ISR
4428,2020,1,39366,ISR
4495,2020,2,23222,ISR
4559,2020,3,17558,ISR
4632,2020,4,2527,ISR
4686,2020,5,9846,ISR
4744,2020,6,19934,ISR
4809,2020,7,21415,ISR
4869,2020,8,18639,ISR
4937,2020,9,16826,ISR
5002,2020,10,13640,ISR
5063,2020,11,14107,ISR
5138,2020,12,4290,ISR
5164,2021,1,48475,ISR
5233,2021,2,25455,ISR
5297,2021,3,26781,ISR
5355,2021,4,24999,ISR
5413,2021,5,26861,ISR
5474,2021,6,31892,ISR
5532,2021,7,26247,ISR
5587,2021,8,26711,ISR
5657,2021,9,12534,ISR
5710,2021,10,18851,ISR
5771,2021,11,15663,ISR
5834,2021,12,6319,ISR
5868,2022,1,37536,ISR
5928,2022,2,25432,ISR
5989,2022,3,27855,ISR
6049,2022,4,20552,ISR
6105,2022,5,25173,ISR
6166,2022,6,22909,ISR
6221,2022,7,21959,ISR
6279,2022,8,20553,ISR
6340,2022,9,17051,ISR
6397,2022,10,16581,ISR
6449,2022,11,22313,ISR
6516,2022,12,11472,ISR
6550,2023,1,47158,ISR
6610,2023,2,29042,ISR
6670,2023,3,29487,ISR
6731,2023,4,18488,ISR
6782,2023,5,24324,ISR
6838,2023,6,24717,ISR
6890,2023,7,23491,ISR
6945,2023,8,24675,ISR
7003,2023,9,18203,ISR
9,2014,1,125081,ITA
67,2014,2,126352,ITA
128,2014,3,149370,ITA
188,2014,4,128056,ITA
246,2014,5,141421,ITA
305,2014,6,136837,ITA
364,2014,7,124761,ITA
430,2014,8,57699,ITA
482,2014,9,121254,ITA
541,2014,10,132231,ITA
600,2014,11,117163,ITA
660,2014,12,101664,ITA
714,2015,1,138545,ITA
774,2015,2,143518,ITA
836,2015,3,171481,ITA
898,2015,4,159467,ITA
959,2015,5,157197,ITA
1021,2015,6,157408,ITA
1082,2015,7,142914,ITA
1151,2015,8,65829,ITA
1205,2015,9,140678,ITA
1265,2015,10,144446,ITA
1326,2015,11,146329,ITA
1390,2015,12,122095,ITA
1445,2016,1,165038,ITA
1505,2016,2,183543,ITA
1567,2016,3,204713,ITA
1629,2016,4,180320,ITA
1689,2016,5,203944,ITA
1752,2016,6,179699,ITA
1813,2016,7,153455,ITA
1879,2016,8,84974,ITA
1934,2016,9,169967,ITA
1994,2016,10,163864,ITA
2056,2016,11,166565,ITA
2119,2016,12,149716,ITA
2177,2017,1,182207,ITA
2239,2017,2,196915,ITA
2303,2017,3,243752,ITA
2367,2017,4,173793,ITA
2428,2017,5,220780,ITA
2493,2017,6,204316,ITA
2556,2017,7,160124,ITA
2621,2017,8,93170,ITA
2680,2017,9,182498,ITA
2741,2017,10,179298,ITA
2803,2017,11,173768,ITA
2868,2017,12,141920,ITA
2925,2018,1,190241,ITA
2987,2018,2,195004,ITA
3050,2018,3,229785,ITA
3114,2018,4,184678,ITA
3175,2018,5,215878,ITA
3238,2018,6,190442,ITA
3300,2018,7,166947,ITA
3366,2018,8,101190,ITA
3425,2018,9,136716,ITA
3486,2018,10,163255,ITA
3548,2018,11,164893,ITA
3611,2018,12,143692,ITA
3671,2019,1,177533,ITA
3732,2019,2,193346,ITA
3794,2019,3,210787,ITA
3856,2019,4,187699,ITA
3918,2019,5,214427,ITA
3982,2019,6,187892,ITA
4044,2019,7,167363,ITA
4109,2019,8,97665,ITA
4169,2019,9,155656,ITA
4228,2019,10,172384,ITA
4291,2019,11,167978,ITA
4355,2019,12,158486,ITA
4419,2020,1,93663,ITA
4478,2020,2,100948,ITA
4555,2020,3,22824,ITA
4633,2020,4,2395,ITA
4660,2020,5,66972,ITA
4727,2020,6,91799,ITA
4789,2020,7,94120,ITA
4854,2020,8,59275,ITA
4912,2020,9,105847,ITA
4974,2020,10,103231,ITA
5036,2020,11,92310,ITA
5099,2020,12,79384,ITA
5154,2021,1,143561,ITA
5214,2021,2,156061,ITA
5274,2021,3,185987,ITA
5338,2021,4,158024,ITA
5394,2021,5,157749,ITA
5457,2021,6,163504,ITA
5518,2021,7,122842,ITA
5578,2021,8,72785,ITA
5630,2021,9,116569,ITA
5688,2021,10,112798,ITA
5744,2021,11,116091,ITA
5800,2021,12,98752,ITA
5853,2022,1,115941,ITA
5910,2022,2,124473,ITA
5970,2022,3,132881,ITA
6029,2022,4,108497,ITA
6087,2022,5,134961,ITA
6144,2022,6,136651,ITA
6203,2022,7,119170,ITA
6263,2022,8,76157,ITA
6317,2022,9,119418,ITA
6374,2022,10,125327,ITA
6429,2022,11,126355,ITA
6487,2022,12,112510,ITA
6538,2023,1,136876,ITA
6593,2023,2,142152,ITA
6651,2023,3,183702,ITA
6709,2023,4,137627,ITA
6762,2023,5,165302,ITA
6819,2023,6,153722,ITA
6874,2023,7,133244,ITA
6931,2023,8,89150,ITA
6980,2023,9,151974,ITA
2,2014,1,495735,JPN
61,2014,2,564705,JPN
120,2014,3,782071,JPN
179,2014,4,345023,JPN
238,2014,5,362989,JPN
296,2014,6,451959,JPN
355,2014,7,459748,JPN
414,2014,8,333070,JPN
473,2014,9,517965,JPN
532,2014,10,395984,JPN
591,2014,11,415570,JPN
649,2014,12,431171,JPN
708,2015,1,400934,JPN
769,2015,2,481545,JPN
830,2015,3,694389,JPN
891,2015,4,319147,JPN
952,2015,5,335157,JPN
1013,2015,6,441938,JPN
1074,2015,7,424466,JPN
1135,2015,8,326464,JPN
1197,2015,9,478421,JPN
1257,2015,10,379528,JPN
1318,2015,11,388171,JPN
1379,2015,12,368741,JPN
1440,2016,1,382332,JPN
1501,2016,2,450652,JPN
1562,2016,3,634519,JPN
1624,2016,4,324209,JPN
1684,2016,5,331045,JPN
1745,2016,6,420044,JPN
1806,2016,7,414931,JPN
1867,2016,8,335949,JPN
1929,2016,9,475657,JPN
1989,2016,10,378117,JPN
2050,2016,11,416874,JPN
2111,2016,12,396586,JPN
2172,2017,1,401112,JPN
2235,2017,2,484061,JPN
2298,2017,3,689820,JPN
2361,2017,4,354247,JPN
2424,2017,5,372014,JPN
2487,2017,6,476598,JPN
2549,2017,7,426926,JPN
2612,2017,8,354690,JPN
2673,2017,9,494147,JPN
2735,2017,10,371742,JPN
2797,2017,11,406103,JPN
2859,2017,12,393131,JPN
2921,2018,1,399005,JPN
2983,2018,2,473179,JPN
3045,2018,3,665861,JPN
3108,2018,4,365567,JPN
3170,2018,5,371235,JPN
3231,2018,6,452740,JPN
3293,2018,7,440785,JPN
3356,2018,8,362926,JPN
3417,2018,9,484839,JPN
3479,2018,10,418630,JPN
3541,2018,11,441559,JPN
3603,2018,12,386993,JPN
3665,2019,1,407767,JPN
3727,2019,2,479175,JPN
3789,2019,3,640311,JPN
3851,2019,4,378383,JPN
3913,2019,5,395774,JPN
3975,2019,6,449915,JPN
4037,2019,7,459120,JPN
4099,2019,8,388298,JPN
4161,2019,9,547307,JPN
4224,2019,10,314378,JPN
4285,2019,11,385468,JPN
4347,2019,12,344068,JPN
4409,2020,1,357221,JPN
4470,2020,2,426814,JPN
4533,2020,3,575804,JPN
4595,2020,4,268305,JPN
4655,2020,5,215933,JPN
4717,2020,6,343375,JPN
4779,2020,7,393111,JPN
4841,2020,8,323418,JPN
4903,2020,9,463515,JPN
4966,2020,10,401550,JPN
5026,2020,11,406872,JPN
5087,2020,12,373368,JPN
5149,2021,1,383989,JPN
5209,2021,2,431548,JPN
5269,2021,3,610871,JPN
5329,2021,4,349208,JPN
5389,2021,5,318124,JPN
5449,2021,6,363958,JPN
5509,2021,7,376234,JPN
5566,2021,8,318284,JPN
5622,2021,9,316767,JPN
5680,2021,10,278036,JPN
5735,2021,11,350957,JPN
5791,2021,12,334319,JPN
5848,2022,1,327278,JPN
5906,2022,2,351555,JPN
5963,2022,3,507638,JPN
6022,2022,4,296935,JPN
6080,2022,5,258845,JPN
6138,2022,6,324030,JPN
6196,2022,7,346601,JPN
6253,2022,8,286909,JPN
6309,2022,9,390949,JPN
6367,2022,10,355405,JPN
6422,2022,11,372575,JPN
6478,2022,12,339168,JPN
6534,2023,1,379637,JPN
6589,2023,2,422534,JPN
6645,2023,3,566470,JPN
6702,2023,4,345784,JPN
6757,2023,5,322886,JPN
6811,2023,6,387445,JPN
6866,2023,7,374907,JPN
6921,2023,8,335873,JPN
6973,2023,9,432237,JPN
43,2014,1,10211,KAZ
102,2014,2,9934,KAZ
160,2014,3,11771,KAZ
217,2014,4,12897,KAZ
277,2014,5,12079,KAZ
333,2014,6,13730,KAZ
392,2014,7,15003,KAZ
451,2014,8,13788,KAZ
510,2014,9,13718,KAZ
569,2014,10,13870,KAZ
630,2014,11,12629,KAZ
687,2014,12,11892,KAZ
751,2015,1,7379,KAZ
812,2015,2,8511,KAZ
874,2015,3,7695,KAZ
935,2015,4,8607,KAZ
996,2015,5,9080,KAZ
1057,2015,6,8169,KAZ
1118,2015,7,7921,KAZ
1181,2015,8,5920,KAZ
1240,2015,9,6883,KAZ
1303,2015,10,6804,KAZ
1365,2015,11,5599,KAZ
1426,2015,12,5654,KAZ
1490,2016,1,3640,KAZ
1551,2016,2,3635,KAZ
1615,2016,3,3673,KAZ
1675,2016,4,3992,KAZ
1736,2016,5,3650,KAZ
1796,2016,6,3937,KAZ
1859,2016,7,3393,KAZ
1918,2016,8,3798,KAZ
1980,2016,9,3356,KAZ
2039,2016,10,3996,KAZ
2100,2016,11,4438,KAZ
2160,2016,12,4758,KAZ
2227,2017,1,2466,KAZ
2289,2017,2,2843,KAZ
2354,2017,3,2805,KAZ
2416,2017,4,3653,KAZ
2479,2017,5,3821,KAZ
2541,2017,6,4588,KAZ
2602,2017,7,4270,KAZ
2662,2017,8,4884,KAZ
2725,2017,9,4901,KAZ
2787,2017,10,5020,KAZ
2848,2017,11,4952,KAZ
2910,2017,12,5004,KAZ
2976,2018,1,3276,KAZ
3036,2018,2,4233,KAZ
3099,2018,3,4446,KAZ
3161,2018,4,4777,KAZ
3223,2018,5,5415,KAZ
3284,2018,6,5781,KAZ
3347,2018,7,5387,KAZ
3406,2018,8,5650,KAZ
3465,2018,9,5732,KAZ
3529,2018,10,6028,KAZ
3591,2018,11,5765,KAZ
3651,2018,12,5938,KAZ
3718,2019,1,4577,KAZ
3780,2019,2,4457,KAZ
3843,2019,3,5035,KAZ
3905,2019,4,5855,KAZ
3966,2019,5,6376,KAZ
4026,2019,6,6567,KAZ
4088,2019,7,7183,KAZ
4149,2019,8,6522,KAZ
4209,2019,9,6424,KAZ
4272,2019,10,7096,KAZ
4334,2019,11,7683,KAZ
4393,2019,12,8442,KAZ
4460,2020,1,5493,KAZ
4521,2020,2,5664,KAZ
4577,2020,3,7000,KAZ
4638,2020,4,1223,KAZ
4693,2020,5,7434,KAZ
4755,2020,6,10055,KAZ
4825,2020,7,7598,KAZ
4883,2020,8,9750,KAZ
4945,2020,9,10297,KAZ
5007,2020,10,9925,KAZ
5069,2020,11,9311,KAZ
5127,2020,12,10487,KAZ
5193,2021,1,8382,KAZ
5254,2021,2,7576,KAZ
5316,2021,3,8442,KAZ
5372,2021,4,10135,KAZ
5433,2021,5,10183,KAZ
5491,2021,6,12120,KAZ
5549,2021,7,10828,KAZ
5604,2021,8,9271,KAZ
5660,2021,9,10614,KAZ
5717,2021,10,12223,KAZ
5774,2021,11,10121,KAZ
5829,2021,12,10724,KAZ
5895,2022,1,4024,KAZ
5949,2022,2,7793,KAZ
6006,2022,3,10809,KAZ
6064,2022,4,9290,KAZ
6123,2022,5,8430,KAZ
6178,2022,6,11967,KAZ
6232,2022,7,11689,KAZ
6291,2022,8,11554,KAZ
6346,2022,9,11980,KAZ
6404,2022,10,10908,KAZ
6460,2022,11,12276,KAZ
6514,2022,12,13850,KAZ
6572,2023,1,10505,KAZ
6625,2023,2,13097,KAZ
6684,2023,3,13650,KAZ
6733,2023,4,14200,KAZ
6792,2023,5,14314,KAZ
6846,2023,6,16388,KAZ
6897,2023,7,18746,KAZ
6950,2023,8,18244,KAZ
7004,2023,9,17853,KAZ
10,2014,1,120789,KOR
68,2014,2,121043,KOR
129,2014,3,137532,KOR
187,2014,4,147198,KOR
247,2014,5,136825,KOR
304,2014,6,139291,KOR
363,2014,7,145702,KOR
420,2014,8,122336,KOR
481,2014,9,127428,KOR
540,2014,10,137579,KOR
598,2014,11,143499,KOR
656,2014,12,170638,KOR
715,2015,1,131137,KOR
776,2015,2,119942,KOR
838,2015,3,149257,KOR
899,2015,4,151824,KOR
960,2015,5,139695,KOR
1020,2015,6,159298,KOR
1081,2015,7,155502,KOR
1141,2015,8,138669,KOR
1203,2015,9,148357,KOR
1264,2015,10,163286,KOR
1324,2015,11,164498,KOR
1385,2015,12,199407,KOR
1447,2016,1,122427,KOR
1507,2016,2,126057,KOR
1570,2016,3,172646,KOR
1631,2016,4,157243,KOR
1692,2016,5,165110,KOR
1751,2016,6,184364,KOR
1814,2016,7,136675,KOR
1873,2016,8,123404,KOR
1937,2016,9,127745,KOR
1997,2016,10,147067,KOR
2057,2016,11,163934,KOR
2118,2016,12,184724,KOR
2180,2017,1,122748,KOR
2240,2017,2,135628,KOR
2306,2017,3,167728,KOR
2369,2017,4,152605,KOR
2432,2017,5,154686,KOR
2495,2017,6,163459,KOR
2557,2017,7,148073,KOR
2616,2017,8,138182,KOR
2681,2017,9,153642,KOR
2744,2017,10,129450,KOR
2804,2017,11,162424,KOR
2867,2017,12,152665,KOR
2928,2018,1,133443,KOR
2992,2018,2,125247,KOR
3053,2018,3,165684,KOR
3115,2018,4,159955,KOR
3178,2018,5,157000,KOR
3241,2018,6,154972,KOR
3301,2018,7,154062,KOR
3362,2018,8,146223,KOR
3426,2018,9,127205,KOR
3488,2018,10,160197,KOR
3549,2018,11,162034,KOR
3610,2018,12,159215,KOR
3672,2019,1,135594,KOR
3735,2019,2,120019,KOR
3798,2019,3,156194,KOR
3859,2019,4,154329,KOR
3921,2019,5,153071,KOR
3985,2019,6,144321,KOR
4045,2019,7,150531,KOR
4106,2019,8,136447,KOR
4170,2019,9,132521,KOR
4231,2019,10,156886,KOR
4292,2019,11,159939,KOR
4354,2019,12,174161,KOR
4414,2020,1,114441,KOR
4480,2020,2,96071,KOR
4536,2020,3,168170,KOR
4596,2020,4,165321,KOR
4656,2020,5,166412,KOR
4719,2020,6,199629,KOR
4783,2020,7,161670,KOR
4847,2020,8,131806,KOR
4908,2020,9,157942,KOR
4969,2020,10,156832,KOR
5029,2020,11,167466,KOR
5092,2020,12,160561,KOR
5155,2021,1,136893,KOR
5216,2021,2,122450,KOR
5277,2021,3,167023,KOR
5335,2021,4,160438,KOR
5397,2021,5,147580,KOR
5458,2021,6,160163,KOR
5515,2021,7,147147,KOR
5571,2021,8,127417,KOR
5631,2021,9,111175,KOR
5687,2021,10,124616,KOR
5740,2021,11,141515,KOR
5796,2021,12,152874,KOR
5854,2022,1,106329,KOR
5912,2022,2,118476,KOR
5971,2022,3,131217,KOR
6026,2022,4,140110,KOR
6086,2022,5,139173,KOR
6145,2022,6,135708,KOR
6200,2022,7,138296,KOR
6257,2022,8,123924,KOR
6316,2022,9,131372,KOR
6372,2022,10,139465,KOR
6428,2022,11,148815,KOR
6483,2022,12,157262,KOR
6540,2023,1,107518,KOR
6594,2023,2,137557,KOR
6652,2023,3,152591,KOR
6708,2023,4,146945,KOR
6764,2023,5,144675,KOR
6818,2023,6,158505,KOR
6873,2023,7,133754,KOR
