,year,month,sales,iso_alpha
24,2014,1,40489,ARE
82,2014,2,38774,ARE
142,2014,3,40539,ARE
201,2014,4,39702,ARE
260,2014,5,41801,ARE
318,2014,6,40310,ARE
377,2014,7,34546,ARE
435,2014,8,40447,ARE
496,2014,9,33935,ARE
560,2014,10,25443,ARE
614,2014,11,31714,ARE
669,2014,12,41561,ARE
731,2015,1,38272,ARE
790,2015,2,44085,ARE
851,2015,3,43908,ARE
911,2015,4,47602,ARE
974,2015,5,44773,ARE
1035,2015,6,46647,ARE
1097,2015,7,38605,ARE
1156,2015,8,48788,ARE
1219,2015,9,38876,ARE
1278,2015,10,50218,ARE
1339,2015,11,46807,ARE
1400,2015,12,44708,ARE
1463,2016,1,44145,ARE
1522,2016,2,41445,ARE
1584,2016,3,44414,ARE
1643,2016,4,44938,ARE
1705,2016,5,43733,ARE
1768,2016,6,39437,ARE
1828,2016,7,37239,ARE
1895,2016,8,25452,ARE
1958,2016,9,23446,ARE
2018,2016,10,24354,ARE
2080,2016,11,24439,ARE
2141,2016,12,25956,ARE
2206,2017,1,21367,ARE
2266,2017,2,20933,ARE
2330,2017,3,23463,ARE
2395,2017,4,19668,ARE
2458,2017,5,21040,ARE
2518,2017,6,25802,ARE
2581,2017,7,20622,ARE
2642,2017,8,21027,ARE
2702,2017,9,21179,ARE
2763,2017,10,24667,ARE
2826,2017,11,22870,ARE
2885,2017,12,28767,ARE
2958,2018,1,15911,ARE
3020,2018,2,13272,ARE
3083,2018,3,17509,ARE
3144,2018,4,17229,ARE
3204,2018,5,21560,ARE
3263,2018,6,22456,ARE
3329,2018,7,17114,ARE
3391,2018,8,17799,ARE
3448,2018,9,19487,ARE
3514,2018,10,20232,ARE
3575,2018,11,19179,ARE
3636,2018,12,19980,ARE
3699,2019,1,18712,ARE
3763,2019,2,17609,ARE
3824,2019,3,21691,ARE
3889,2019,4,18079,ARE
3944,2019,5,22704,ARE
4011,2019,6,19721,ARE
4076,2019,7,15875,ARE
4134,2019,8,17313,ARE
4192,2019,9,20433,ARE
4256,2019,10,20235,ARE
4318,2019,11,20357,ARE
4382,2019,12,18104,ARE
4444,2020,1,16293,ARE
4503,2020,2,17008,ARE
4565,2020,3,13727,ARE
4623,2020,4,5724,ARE
4685,2020,5,9946,ARE
4757,2020,6,9440,ARE
4821,2020,7,10213,ARE
4882,2020,8,10306,ARE
4941,2020,9,13052,ARE
5003,2020,10,12757,ARE
5064,2020,11,13879,ARE
5125,2020,12,13800,ARE
5185,2021,1,14181,ARE
5244,2021,2,13956,ARE
5307,2021,3,16686,ARE
5368,2021,4,16192,ARE
5424,2021,5,17718,ARE
5485,2021,6,16155,ARE
5883,2022,1,14848,ARE
5939,2022,2,15308,ARE
6000,2022,3,17904,ARE
6054,2022,4,16708,ARE
6112,2022,5,17225,ARE
6171,2022,6,18814,ARE
11,2014,1,107907,ARG
78,2014,2,57657,ARG
140,2014,3,50857,ARG
199,2014,4,52796,ARG
257,2014,5,55751,ARG
316,2014,6,52602,ARG
372,2014,7,60679,ARG
431,2014,8,57669,ARG
492,2014,9,58207,ARG
551,2014,10,52523,ARG
611,2014,11,38204,ARG
676,2014,12,28574,ARG
725,2015,1,59908,ARG
792,2015,2,36981,ARG
852,2015,3,43536,ARG
912,2015,4,46563,ARG
972,2015,5,46357,ARG
1031,2015,6,55337,ARG
1090,2015,7,58596,ARG
1155,2015,8,50230,ARG
1213,2015,9,62733,ARG
1275,2015,10,57817,ARG
1338,2015,11,48866,ARG
1406,2015,12,29564,ARG
1457,2016,1,53753,ARG
1521,2016,2,41878,ARG
1581,2016,3,50075,ARG
1641,2016,4,56190,ARG
1702,2016,5,59830,ARG
1765,2016,6,51719,ARG
1821,2016,7,62918,ARG
1883,2016,8,69726,ARG
1943,2016,9,68824,ARG
2005,2016,10,62259,ARG
2067,2016,11,57020,ARG
2134,2016,12,39472,ARG
2183,2017,1,92047,ARG
2251,2017,2,56346,ARG
2313,2017,3,75658,ARG
2377,2017,4,62242,ARG
2439,2017,5,75844,ARG
2501,2017,6,75175,ARG
2564,2017,7,77020,ARG
2625,2017,8,83570,ARG
2687,2017,9,78014,ARG
2750,2017,10,75722,ARG
2813,2017,11,70867,ARG
2875,2017,12,67972,ARG
2931,2018,1,117906,ARG
2998,2018,2,68028,ARG
3060,2018,3,83692,ARG
3121,2018,4,75403,ARG
3184,2018,5,81789,ARG
3248,2018,6,63475,ARG
3309,2018,7,65996,ARG
3371,2018,8,63751,ARG
3433,2018,9,47014,ARG
3495,2018,10,47737,ARG
3565,2018,11,32972,ARG
3619,2018,12,52994,ARG
3680,2019,1,59242,ARG
3746,2019,2,39207,ARG
3811,2019,3,38218,ARG
3872,2019,4,35180,ARG
3940,2019,5,31055,ARG
3999,2019,6,35490,ARG
4056,2019,7,45192,ARG
4119,2019,8,40147,ARG
4185,2019,9,32464,ARG
4249,2019,10,29330,ARG
4315,2019,11,22877,ARG
4367,2019,12,43791,ARG
4432,2020,1,31029,ARG
4502,2020,2,17470,ARG
4566,2020,3,13454,ARG
4631,2020,4,2581,ARG
4680,2020,5,13076,ARG
4737,2020,6,26131,ARG
4810,2020,7,21039,ARG
4865,2020,8,20220,ARG
4930,2020,9,23026,ARG
4991,2020,10,24709,ARG
5053,2020,11,23523,ARG
5108,2020,12,37176,ARG
5165,2021,1,46044,ARG
5231,2021,2,27343,ARG
5293,2021,3,33358,ARG
5350,2021,4,29108,ARG
5421,2021,5,19220,ARG
5471,2021,6,33887,ARG
5530,2021,7,28698,ARG
5586,2021,8,27617,ARG
5643,2021,9,28213,ARG
5702,2021,10,25896,ARG
5760,2021,11,25062,ARG
5810,2021,12,38280,ARG
5863,2022,1,41668,ARG
5930,2022,2,24988,ARG
5988,2022,3,29857,ARG
6044,2022,4,27063,ARG
6101,2022,5,30345,ARG
6161,2022,6,29135,ARG
6215,2022,7,33620,ARG
6273,2022,8,33102,ARG
6331,2022,9,30236,ARG
6390,2022,10,27541,ARG
6446,2022,11,28955,ARG
6494,2022,12,52144,ARG
6549,2023,1,47248,ARG
6611,2023,2,27294,ARG
6669,2023,3,30932,ARG
6721,2023,4,33285,ARG
6779,2023,5,31998,ARG
6833,2023,6,34014,ARG
6886,2023,7,37848,ARG
6941,2023,8,37296,ARG
6995,2023,9,30306,ARG
15,2014,1,82285,AUS
71,2014,2,86818,AUS
131,2014,3,97267,AUS
191,2014,4,80710,AUS
248,2014,5,94562,AUS
306,2014,6,118309,AUS
367,2014,7,89867,AUS
424,2014,8,88157,AUS
484,2014,9,94978,AUS
544,2014,10,91236,AUS
603,2014,11,92232,AUS
661,2014,12,96809,AUS
721,2015,1,82116,AUS
781,2015,2,90424,AUS
841,2015,3,105054,AUS
904,2015,4,81656,AUS
964,2015,5,93327,AUS
1024,2015,6,125850,AUS
1086,2015,7,92308,AUS
1146,2015,8,90705,AUS
1208,2015,9,101392,AUS
1270,2015,10,94321,AUS
1329,2015,11,98639,AUS
1392,2015,12,99616,AUS
1452,2016,1,84373,AUS
1514,2016,2,96443,AUS
1574,2016,3,104512,AUS
1636,2016,4,87571,AUS
1697,2016,5,96672,AUS
1756,2016,6,128569,AUS
1819,2016,7,91331,AUS
1877,2016,8,94909,AUS
1939,2016,9,102696,AUS
2001,2016,10,93357,AUS
2063,2016,11,98937,AUS
2125,2016,12,98763,AUS
2184,2017,1,84910,AUS
2248,2017,2,89025,AUS
2310,2017,3,105410,AUS
2374,2017,4,83135,AUS
2436,2017,5,102901,AUS
2498,2017,6,134171,AUS
2561,2017,7,92754,AUS
2620,2017,8,96662,AUS
2685,2017,9,100200,AUS
2747,2017,10,95763,AUS
2809,2017,11,101365,AUS
2873,2017,12,102820,AUS
2935,2018,1,88551,AUS
2994,2018,2,95999,AUS
3057,2018,3,106988,AUS
3120,2018,4,82930,AUS
3181,2018,5,100754,AUS
3242,2018,6,130300,AUS
3306,2018,7,85551,AUS
3367,2018,8,95221,AUS
3428,2018,9,94711,AUS
3492,2018,10,90718,AUS
3553,2018,11,93860,AUS
3615,2018,12,87528,AUS
3678,2019,1,81994,AUS
3740,2019,2,87102,AUS
3801,2019,3,99442,AUS
3865,2019,4,75550,AUS
3925,2019,5,92561,AUS
3986,2019,6,117817,AUS
4050,2019,7,83184,AUS
4112,2019,8,85633,AUS
4173,2019,9,88181,AUS
4236,2019,10,82456,AUS
4297,2019,11,84708,AUS
4360,2019,12,84239,AUS
4423,2020,1,70689,AUS
4483,2020,2,78611,AUS
4543,2020,3,80650,AUS
4602,2020,4,38267,AUS
4662,2020,5,58844,AUS
4725,2020,6,108191,AUS
4790,2020,7,71023,AUS
4853,2020,8,59764,AUS
4914,2020,9,67616,AUS
4975,2020,10,79730,AUS
5035,2020,11,93663,AUS
5097,2020,12,94171,AUS
5161,2021,1,79492,AUS
5218,2021,2,83723,AUS
5280,2021,3,99652,AUS
5340,2021,4,92101,AUS
5400,2021,5,100558,AUS
5460,2021,6,110267,AUS
5520,2021,7,83890,AUS
5575,2021,8,80965,AUS
5632,2021,9,82942,AUS
5690,2021,10,74295,AUS
5746,2021,11,80359,AUS
5804,2021,12,78141,AUS
5860,2022,1,75468,AUS
5914,2022,2,84809,AUS
5972,2022,3,100623,AUS
6031,2022,4,80509,AUS
6089,2022,5,93753,AUS
6147,2022,6,99245,AUS
6205,2022,7,83867,AUS
6259,2022,8,94649,AUS
6319,2022,9,92909,AUS
6377,2022,10,86681,AUS
6432,2022,11,94389,AUS
6490,2022,12,87213,AUS
6544,2023,1,83988,AUS
6599,2023,2,85854,AUS
6658,2023,3,96577,AUS
6713,2023,4,81537,AUS
6767,2023,5,104987,AUS
6820,2023,6,123938,AUS
6877,2023,7,96352,AUS
6928,2023,8,109381,AUS
6983,2023,9,110045,AUS
30,2014,1,25945,AUT
86,2014,2,29641,AUT
145,2014,3,32409,AUT
203,2014,4,31805,AUT
263,2014,5,29707,AUT
321,2014,6,31735,AUT
381,2014,7,27419,AUT
441,2014,8,23398,AUT
498,2014,9,27262,AUT
556,2014,10,29591,AUT
619,2014,11,23749,AUT
681,2014,12,18737,AUT
736,2015,1,25447,AUT
798,2015,2,22791,AUT
856,2015,3,33990,AUT
916,2015,4,32547,AUT
978,2015,5,29021,AUT
1039,2015,6,33442,AUT
1100,2015,7,29875,AUT
1162,2015,8,24871,AUT
1221,2015,9,29033,AUT
1283,2015,10,28065,AUT
1346,2015,11,26083,AUT
1408,2015,12,24412,AUT
1469,2016,1,26225,AUT
1531,2016,2,25291,AUT
1587,2016,3,35382,AUT
1648,2016,4,34395,AUT
1709,2016,5,31183,AUT
1771,2016,6,37471,AUT
1832,2016,7,29482,AUT
1894,2016,8,26811,AUT
1954,2016,9,32631,AUT
2015,2016,10,28804,AUT
2077,2016,11,28522,AUT
2139,2016,12,27690,AUT
2199,2017,1,29022,AUT
2260,2017,2,28026,AUT
2320,2017,3,41321,AUT
2384,2017,4,33343,AUT
2449,2017,5,36074,AUT
2511,2017,6,39191,AUT
2574,2017,7,30843,AUT
2637,2017,8,29370,AUT
2699,2017,9,33002,AUT
2761,2017,10,31333,AUT
2823,2017,11,32725,AUT
2886,2017,12,28314,AUT
2948,2018,1,31656,AUT
3008,2018,2,29634,AUT
3068,2018,3,40158,AUT
3130,2018,4,36135,AUT
3194,2018,5,36222,AUT
3254,2018,6,41950,AUT
3315,2018,7,35044,AUT
3377,2018,8,37389,AUT
3446,2018,9,20552,AUT
3506,2018,10,25815,AUT
3569,2018,11,27279,AUT
3633,2018,12,21821,AUT
3692,2019,1,28506,AUT
3751,2019,2,26985,AUT
3812,2019,3,36165,AUT
3871,2019,4,36113,AUT
3935,2019,5,34518,AUT
3998,2019,6,36422,AUT
4058,2019,7,35417,AUT
4122,2019,8,33771,AUT
4189,2019,9,23780,AUT
4251,2019,10,28640,AUT
4312,2019,11,26306,AUT
4376,2019,12,25537,AUT
4436,2020,1,21387,AUT
4498,2020,2,20069,AUT
4570,2020,3,10815,AUT
4611,2020,4,11414,AUT
4674,2020,5,19199,AUT
4738,2020,6,25572,AUT
4800,2020,7,24827,AUT
4866,2020,8,19872,AUT
4931,2020,9,21895,AUT
4992,2020,10,22616,AUT
5058,2020,11,19430,AUT
5119,2020,12,21697,AUT
5182,2021,1,16649,AUT
5235,2021,2,23465,AUT
5291,2021,3,34583,AUT
5352,2021,4,26785,AUT
5411,2021,5,27655,AUT
5472,2021,6,33818,AUT
5534,2021,7,24419,AUT
5589,2021,8,22445,AUT
5647,2021,9,22765,AUT
5706,2021,10,22521,AUT
5765,2021,11,20118,AUT
5823,2021,12,20182,AUT
5881,2022,1,17102,AUT
5937,2022,2,17804,AUT
5994,2022,3,22914,AUT
6053,2022,4,18004,AUT
6111,2022,5,18944,AUT
6164,2022,6,24610,AUT
6226,2022,7,17812,AUT
6280,2022,8,19661,AUT
6337,2022,9,22094,AUT
6395,2022,10,17681,AUT
6452,2022,11,20116,AUT
6507,2022,12,19216,AUT
6560,2023,1,20382,AUT
6616,2023,2,20021,AUT
6671,2023,3,29245,AUT
6726,2023,4,20731,AUT
6783,2023,5,22840,AUT
6836,2023,6,27165,AUT
6895,2023,7,20286,AUT
6947,2023,8,21644,AUT
7000,2023,9,22485,AUT
20,2014,1,54704,BEL
81,2014,2,50420,BEL
138,2014,3,57723,BEL
197,2014,4,58152,BEL
259,2014,5,47417,BEL
317,2014,6,47270,BEL
376,2014,7,38773,BEL
436,2014,8,31603,BEL
494,2014,9,39949,BEL
553,2014,10,42348,BEL
613,2014,11,33316,BEL
674,2014,12,30719,BEL
727,2015,1,52629,BEL
788,2015,2,49286,BEL
848,2015,3,61013,BEL
908,2015,4,57348,BEL
973,2015,5,45461,BEL
1033,2015,6,52149,BEL
1095,2015,7,42810,BEL
1158,2015,8,34982,BEL
1217,2015,9,42030,BEL
1280,2015,10,44134,BEL
1341,2015,11,40470,BEL
1403,2015,12,37002,BEL
1458,2016,1,50136,BEL
1517,2016,2,55388,BEL
1580,2016,3,62771,BEL
1640,2016,4,60848,BEL
1703,2016,5,54603,BEL
1762,2016,6,62299,BEL
1827,2016,7,38562,BEL
1888,2016,8,43581,BEL
1949,2016,9,46939,BEL
2010,2016,10,47057,BEL
2071,2016,11,44622,BEL
2135,2016,12,38371,BEL
2187,2017,1,58327,BEL
2250,2017,2,58421,BEL
2315,2017,3,68959,BEL
2378,2017,4,57341,BEL
2441,2017,5,58092,BEL
2503,2017,6,62881,BEL
2568,2017,7,41851,BEL
2631,2017,8,40570,BEL
2691,2017,9,46788,BEL
2754,2017,10,49522,BEL
2817,2017,11,45399,BEL
2884,2017,12,32151,BEL
2937,2018,1,64251,BEL
2999,2018,2,56470,BEL
3062,2018,3,65145,BEL
3124,2018,4,61065,BEL
3186,2018,5,61947,BEL
3247,2018,6,63554,BEL
3311,2018,7,47984,BEL
3372,2018,8,60024,BEL
3437,2018,9,32795,BEL
3497,2018,10,44090,BEL
3560,2018,11,40090,BEL
3630,2018,12,27657,BEL
3681,2019,1,58492,BEL
3742,2019,2,56431,BEL
3804,2019,3,62432,BEL
3866,2019,4,60500,BEL
3929,2019,5,58164,BEL
3989,2019,6,56788,BEL
4052,2019,7,51780,BEL
4114,2019,8,54333,BEL
4180,2019,9,40722,BEL
4241,2019,10,49267,BEL
4305,2019,11,40513,BEL
4370,2019,12,39558,BEL
4425,2020,1,44924,BEL
4489,2020,2,39913,BEL
4552,2020,3,26183,BEL
4624,2020,4,5107,BEL
4668,2020,5,29703,BEL
4734,2020,6,43796,BEL
4795,2020,7,39502,BEL
4858,2020,8,32878,BEL
4923,2020,9,31745,BEL
4985,2020,10,33709,BEL
5050,2020,11,25816,BEL
5113,2020,12,27377,BEL
5167,2021,1,44525,BEL
5227,2021,2,43026,BEL
5287,2021,3,52559,BEL
5347,2021,4,44370,BEL
5408,2021,5,40457,BEL
5466,2021,6,47299,BEL
5529,2021,7,31366,BEL
5585,2021,8,31726,BEL
5642,2021,9,31115,BEL
5699,2021,10,30339,BEL
5756,2021,11,28235,BEL
5820,2021,12,24751,BEL
5867,2022,1,37823,BEL
5924,2022,2,36595,BEL
5982,2022,3,42547,BEL
6043,2022,4,32698,BEL
6100,2022,5,33459,BEL
6155,2022,6,39503,BEL
6217,2022,7,29704,BEL
6272,2022,8,33311,BEL
6329,2022,9,35495,BEL
6384,2022,10,34888,BEL
6442,2022,11,34100,BEL
6504,2022,12,28659,BEL
6551,2023,1,44765,BEL
6606,2023,2,44783,BEL
6662,2023,3,58320,BEL
6718,2023,4,45048,BEL
6773,2023,5,47044,BEL
6828,2023,6,58258,BEL
6884,2023,7,39239,BEL
6938,2023,8,41970,BEL
6990,2023,9,44369,BEL
56,2014,1,1349,BGR
116,2014,2,1508,BGR
175,2014,3,1692,BGR
234,2014,4,1817,BGR
294,2014,5,1754,BGR
350,2014,6,2012,BGR
411,2014,7,1533,BGR
469,2014,8,1661,BGR
528,2014,9,1535,BGR
587,2014,10,1649,BGR
645,2014,11,1561,BGR
703,2014,12,1897,BGR
763,2015,1,1397,BGR
824,2015,2,1457,BGR
885,2015,3,2077,BGR
946,2015,4,1971,BGR
1007,2015,5,1935,BGR
1067,2015,6,2494,BGR
1129,2015,7,2026,BGR
1190,2015,8,1577,BGR
1251,2015,9,1840,BGR
1312,2015,10,1904,BGR
1372,2015,11,2069,BGR
1432,2015,12,2260,BGR
1495,2016,1,1485,BGR
1556,2016,2,1633,BGR
1617,2016,3,2194,BGR
1678,2016,4,2106,BGR
1739,2016,5,2299,BGR
1799,2016,6,2390,BGR
1860,2016,7,2128,BGR
1922,2016,8,1987,BGR
1983,2016,9,2104,BGR
2043,2016,10,2083,BGR
2104,2016,11,1955,BGR
2164,2016,12,3353,BGR
2229,2017,1,1776,BGR
2291,2017,2,1779,BGR
2353,2017,3,2966,BGR
2417,2017,4,2450,BGR
2481,2017,5,2426,BGR
2542,2017,6,3080,BGR
2605,2017,7,2419,BGR
2667,2017,8,2309,BGR
2729,2017,9,2495,BGR
2790,2017,10,2947,BGR
2852,2017,11,3045,BGR
2913,2017,12,2993,BGR
2978,2018,1,2422,BGR
3039,2018,2,2515,BGR
3101,2018,3,3265,BGR
3163,2018,4,2805,BGR
3225,2018,5,3254,BGR
3285,2018,6,3524,BGR
3349,2018,7,2675,BGR
3411,2018,8,2837,BGR
3473,2018,9,2713,BGR
3535,2018,10,2519,BGR
3596,2018,11,2722,BGR
3657,2018,12,2519,BGR
3722,2019,1,2115,BGR
3783,2019,2,2516,BGR
3845,2019,3,2936,BGR
3907,2019,4,2689,BGR
3968,2019,5,3573,BGR
4030,2019,6,2990,BGR
4093,2019,7,2863,BGR
4155,2019,8,2690,BGR
4217,2019,9,2312,BGR
4280,2019,10,2569,BGR
4340,2019,11,2588,BGR
4402,2019,12,2624,BGR
4465,2020,1,2075,BGR
4528,2020,2,1709,BGR
4591,2020,3,1365,BGR
4644,2020,4,785,BGR
4711,2020,5,985,BGR
4771,2020,6,1999,BGR
4834,2020,7,2628,BGR
4898,2020,8,1667,BGR
4959,2020,9,1569,BGR
5021,2020,10,1834,BGR
5082,2020,11,1376,BGR
5143,2020,12,1435,BGR
5205,2021,1,1699,BGR
5264,2021,2,1660,BGR
5324,2021,3,2153,BGR
5384,2021,4,2348,BGR
5444,2021,5,1947,BGR
5502,2021,6,2935,BGR
5560,2021,7,2702,BGR
5617,2021,8,1898,BGR
5674,2021,9,1424,BGR
5730,2021,10,1785,BGR
5786,2021,11,1887,BGR
5841,2021,12,1763,BGR
5901,2022,1,2027,BGR
5958,2022,2,1928,BGR
6015,2022,3,2695,BGR
6073,2022,4,2349,BGR
6131,2022,5,2680,BGR
6190,2022,6,2811,BGR
6246,2022,7,2821,BGR
6303,2022,8,2461,BGR
6361,2022,9,2117,BGR
6417,2022,10,2397,BGR
6472,2022,11,2301,BGR
6527,2022,12,2023,BGR
6583,2023,1,2503,BGR
6640,2023,2,2297,BGR
6696,2023,3,3040,BGR
6751,2023,4,2798,BGR
6806,2023,5,3156,BGR
6861,2023,6,3790,BGR
6915,2023,7,3343,BGR
6967,2023,8,3413,BGR
7020,2023,9,2950,BGR
57,2014,1,822,BLR
115,2014,2,1536,BLR
174,2014,3,3056,BLR
233,2014,4,1964,BLR
293,2014,5,1938,BLR
351,2014,6,1932,BLR
409,2014,7,1760,BLR
467,2014,8,2015,BLR
529,2014,9,1390,BLR
588,2014,10,1169,BLR
646,2014,11,1521,BLR
702,2014,12,2427,BLR
764,2015,1,1045,BLR
825,2015,2,1420,BLR
887,2015,3,961,BLR
948,2015,4,587,BLR
1009,2015,5,871,BLR
1070,2015,6,957,BLR
1131,2015,7,1319,BLR
1192,2015,8,824,BLR
1252,2015,9,933,BLR
1313,2015,10,939,BLR
1375,2015,11,738,BLR
1435,2015,12,1060,BLR
1497,2016,1,397,BLR
1559,2016,2,302,BLR
1618,2016,3,673,BLR
1680,2016,4,593,BLR
1741,2016,5,659,BLR
1801,2016,6,1056,BLR
1862,2016,7,781,BLR
1923,2016,8,652,BLR
1984,2016,9,1122,BLR
2045,2016,10,1437,BLR
2105,2016,11,1561,BLR
2165,2016,12,2981,BLR
2230,2017,1,414,BLR
2293,2017,2,504,BLR
2356,2017,3,765,BLR
2419,2017,4,600,BLR
2482,2017,5,702,BLR
2545,2017,6,689,BLR
2608,2017,7,487,BLR
2670,2017,8,611,BLR
2732,2017,9,628,BLR
2794,2017,10,712,BLR
2856,2017,11,947,BLR
2916,2017,12,1074,BLR
2980,2018,1,569,BLR
3042,2018,2,528,BLR
3104,2018,3,974,BLR
3166,2018,4,579,BLR
3228,2018,5,768,BLR
3290,2018,6,967,BLR
3352,2018,7,636,BLR
3414,2018,8,775,BLR
3476,2018,9,845,BLR
3538,2018,10,819,BLR
3600,2018,11,889,BLR
3661,2018,12,1047,BLR
3724,2019,1,535,BLR
3786,2019,2,575,BLR
3848,2019,3,709,BLR
3910,2019,4,628,BLR
3972,2019,5,419,BLR
4034,2019,6,652,BLR
4096,2019,7,689,BLR
4158,2019,8,692,BLR
4220,2019,9,688,BLR
4282,2019,10,739,BLR
4344,2019,11,730,BLR
4405,2019,12,998,BLR
4468,2020,1,447,BLR
4530,2020,2,788,BLR
4592,2020,3,797,BLR
4647,2020,4,557,BLR
4713,2020,5,506,BLR
4776,2020,6,576,BLR
4838,2020,7,592,BLR
4900,2020,8,470,BLR
4962,2020,9,946,BLR
5023,2020,10,898,BLR
5084,2020,11,817,BLR
5145,2020,12,1097,BLR
5206,2021,1,491,BLR
5265,2021,2,502,BLR
5325,2021,3,765,BLR
5385,2021,4,1066,BLR
5446,2021,5,822,BLR
5506,2021,6,699,BLR
5562,2021,7,695,BLR
5619,2021,8,109,BLR
5676,2021,9,80,BLR
3,2014,1,310852,BRA
63,2014,2,258155,BRA
125,2014,3,239953,BRA
181,2014,4,292318,BRA
240,2014,5,292573,BRA
299,2014,6,262911,BRA
356,2014,7,294123,BRA
415,2014,8,271852,BRA
475,2014,9,295777,BRA
533,2014,10,306196,BRA
592,2014,11,294166,BRA
650,2014,12,369401,BRA
710,2015,1,250968,BRA
772,2015,2,183550,BRA
835,2015,3,231578,BRA
894,2015,4,216824,BRA
956,2015,5,210000,BRA
1018,2015,6,210151,BRA
1077,2015,7,225212,BRA
1138,2015,8,205171,BRA
1201,2015,9,197906,BRA
1262,2015,10,189944,BRA
1322,2015,11,193094,BRA
1383,2015,12,224534,BRA
1446,2016,1,153796,BRA
1506,2016,2,145419,BRA
1569,2016,3,177307,BRA
1630,2016,4,161283,BRA
1691,2016,5,165946,BRA
1753,2016,6,170310,BRA
1810,2016,7,179863,BRA
1870,2016,8,182134,BRA
1935,2016,9,158284,BRA
1995,2016,10,157325,BRA
2055,2016,11,176874,BRA
2116,2016,12,202736,BRA
2178,2017,1,146283,BRA
2241,2017,2,134838,BRA
2305,2017,3,188117,BRA
2368,2017,4,156042,BRA
2431,2017,5,194376,BRA
2494,2017,6,193729,BRA
2554,2017,7,183566,BRA
2614,2017,8,215280,BRA
2678,2017,9,197479,BRA
2739,2017,10,201411,BRA
2801,2017,11,202563,BRA
2863,2017,12,210485,BRA
2927,2018,1,180212,BRA
2988,2018,2,155965,BRA
3051,2018,3,206032,BRA
3111,2018,4,215678,BRA
3176,2018,5,200177,BRA
3237,2018,6,200162,BRA
3296,2018,7,215611,BRA
3358,2018,8,246170,BRA
3421,2018,9,211214,BRA
3482,2018,10,252467,BRA
3544,2018,11,228759,BRA
3606,2018,12,231798,BRA
3668,2019,1,197843,BRA
3731,2019,2,196498,BRA
3795,2019,3,206827,BRA
3855,2019,4,229249,BRA
3916,2019,5,242740,BRA
3980,2019,6,220812,BRA
4040,2019,7,241006,BRA
4102,2019,8,240210,BRA
4165,2019,9,232394,BRA
4226,2019,10,250719,BRA
4288,2019,11,239989,BRA
4350,2019,12,259808,BRA
4412,2020,1,152975,BRA
4474,2020,2,158127,BRA
4539,2020,3,127832,BRA
4600,2020,4,44369,BRA
4664,2020,5,48400,BRA
4726,2020,6,103291,BRA
4787,2020,7,133760,BRA
4846,2020,8,135659,BRA
4910,2020,9,151117,BRA
4970,2020,10,156281,BRA
5031,2020,11,163312,BRA
5090,2020,12,179736,BRA
5152,2021,1,165987,BRA
5213,2021,2,161809,BRA
5276,2021,3,181514,BRA
5333,2021,4,167892,BRA
5391,2021,5,179844,BRA
5455,2021,6,173647,BRA
5512,2021,7,166620,BRA
5569,2021,8,163693,BRA
5628,2021,9,146711,BRA
5682,2021,10,154828,BRA
5738,2021,11,164954,BRA
5794,2021,12,198208,BRA
5852,2022,1,118824,BRA
5909,2022,2,124866,BRA
5969,2022,3,137087,BRA
6027,2022,4,138241,BRA
6082,2022,5,176795,BRA
6142,2022,6,167073,BRA
6198,2022,7,170645,BRA
6255,2022,8,196225,BRA
6313,2022,9,181910,BRA
6369,2022,10,170202,BRA
6425,2022,11,193199,BRA
6481,2022,12,203875,BRA
6539,2023,1,133204,BRA
6595,2023,2,121034,BRA
6650,2023,3,187270,BRA
6706,2023,4,152615,BRA
6761,2023,5,167214,BRA
6816,2023,6,180788,BRA
6869,2023,7,215758,BRA
6923,2023,8,197494,BRA
6978,2023,9,187788,BRA
13,2014,1,98098,CAN
70,2014,2,108058,CAN
127,2014,3,160310,CAN
186,2014,4,182213,CAN
244,2014,5,199165,CAN
303,2014,6,179227,CAN
361,2014,7,180336,CAN
418,2014,8,174461,CAN
480,2014,9,171708,CAN
539,2014,10,158833,CAN
599,2014,11,141821,CAN
658,2014,12,134775,CAN
718,2015,1,101545,CAN
777,2015,2,112054,CAN
837,2015,3,164129,CAN
897,2015,4,192638,CAN
957,2015,5,201629,CAN
1019,2015,6,181435,CAN
1079,2015,7,181080,CAN
1139,2015,8,178404,CAN
1202,2015,9,178644,CAN
1263,2015,10,166542,CAN
1325,2015,11,148277,CAN
1389,2015,12,132024,CAN
1449,2016,1,110749,CAN
1508,2016,2,121846,CAN
1568,2016,3,178033,CAN
1628,2016,4,203317,CAN
1690,2016,5,198353,CAN
1750,2016,6,193838,CAN
1811,2016,7,175612,CAN
1871,2016,8,174655,CAN
1933,2016,9,176811,CAN
1996,2016,10,157260,CAN
2058,2016,11,163338,CAN
2122,2016,12,128250,CAN
2181,2017,1,113062,CAN
2242,2017,2,125420,CAN
2304,2017,3,190888,CAN
2365,2017,4,200214,CAN
2429,2017,5,220298,CAN
2492,2017,6,206879,CAN
2553,2017,7,185039,CAN
2615,2017,8,186915,CAN
2679,2017,9,190568,CAN
2742,2017,10,167855,CAN
2805,2017,11,161790,CAN
2870,2017,12,127892,CAN
2930,2018,1,120058,CAN
2991,2018,2,128503,CAN
3052,2018,3,191131,CAN
3112,2018,4,195695,CAN
3174,2018,5,220672,CAN
3236,2018,6,204787,CAN
3299,2018,7,181005,CAN
3359,2018,8,186922,CAN
