,year,month,sales,iso_alpha,consumer_price,populations,gdp
4256,2019,10,20235,ARE,112.7385884581045,9268381.0,366602191936.32776
4318,2019,11,20357,ARE,112.54013600541134,9274683.666666666,360892466403.1982
4382,2019,12,18104,ARE,112.34168355271817,9280986.333333334,355182740870.0686
4444,2020,1,16293,ARE,112.143231100025,9287289.0,349473015336.939
4503,2020,2,17008,ARE,112.14193585090167,9293777.0,354948496789.68445
4565,2020,3,13727,ARE,112.14064060177833,9300265.0,360423978242.4299
4623,2020,4,5724,ARE,112.139345352655,9306753.0,365899459695.1753
4685,2020,5,9946,ARE,112.13805010353167,9313241.0,371374941147.92065
4757,2020,6,9440,ARE,112.13675485440834,9319729.0,376850422600.6661
4821,2020,7,10213,ARE,112.135459605285,9326217.0,382325904053.4115
4882,2020,8,10306,ARE,112.13416435616166,9332705.0,387801385506.1569
4941,2020,9,13052,ARE,112.13286910703833,9339193.0,393276866958.90234
5003,2020,10,12757,ARE,112.131573857915,9345681.0,398752348411.6477
5064,2020,11,13879,ARE,112.13027860879166,9352169.0,404227829864.3931
5125,2020,12,13800,ARE,112.12898335966833,9358657.0,409703311317.13855
5185,2021,1,14181,ARE,112.127688110545,9365145.0,415178792769.884
5244,2021,2,13956,ARE,118.53279807187388,9377809.0,430492988687.12213
5307,2021,3,16686,ARE,124.93790803320279,9390473.0,445807184604.3603
5368,2021,4,16192,ARE,131.3430179945317,9403137.0,461121380521.5985
5424,2021,5,17718,ARE,137.74812795586058,9415801.0,476435576438.8367
5485,2021,6,16155,ARE,144.15323791718947,9428465.0,491749772356.0748
5883,2022,1,14848,ARE,150.55834787851836,9441129.0,507063968273.313
5939,2022,2,15308,ARE,150.55834787851836,9441129.0,507063968273.313
6000,2022,3,17904,ARE,150.55834787851836,9441129.0,507063968273.313
6054,2022,4,16708,ARE,150.55834787851836,9441129.0,507063968273.313
6112,2022,5,17225,ARE,150.55834787851836,9441129.0,507063968273.313
6171,2022,6,18814,ARE,150.55834787851836,9441129.0,507063968273.313
15,2014,1,82285,AUS,110.379812695109,23475686.0,1468597690006.22
71,2014,2,86818,AUS,110.51855705861925,23504045.083333332,1458861961267.2942
131,2014,3,97267,AUS,110.65730142212949,23532404.166666668,1449126232528.3684
191,2014,4,80710,AUS,110.79604578563975,23560763.25,1439390503789.4424
248,2014,5,94562,AUS,110.93479014915,23589122.333333332,1429654775050.5166
306,2014,6,118309,AUS,111.07353451266025,23617481.416666668,1419919046311.5908
367,2014,7,89867,AUS,111.2122788761705,23645840.5,1410183317572.665
424,2014,8,88157,AUS,111.35102323968076,23674199.583333332,1400447588833.7393
484,2014,9,94978,AUS,111.489767603191,23702558.666666668,1390711860094.8135
544,2014,10,91236,AUS,111.62851196670125,23730917.75,1380976131355.8877
603,2014,11,92232,AUS,111.76725633021151,23759276.833333332,1371240402616.9617
661,2014,12,96809,AUS,111.90600069372175,23787635.916666668,1361504673878.036
721,2015,1,82116,AUS,112.044745057232,23815995.0,1351768945139.11
781,2015,2,90424,AUS,112.16397849462359,23847237.666666668,1339753274842.411
841,2015,3,105054,AUS,112.28321193201518,23878480.333333332,1327737604545.7117
904,2015,4,81656,AUS,112.40244536940676,23909723.0,1315721934249.0127
964,2015,5,93327,AUS,112.52167880679833,23940965.666666668,1303706263952.3135
1024,2015,6,125850,AUS,112.64091224418992,23972208.333333332,1291690593655.6143
1086,2015,7,92308,AUS,112.7601456815815,24003451.0,1279674923358.915
1146,2015,8,90705,AUS,112.87937911897309,24034693.666666668,1267659253062.2158
1208,2015,9,101392,AUS,112.99861255636468,24065936.333333332,1255643582765.5166
1270,2015,10,94321,AUS,113.11784599375625,24097179.0,1243627912468.8174
1329,2015,11,98639,AUS,113.23707943114783,24128421.666666668,1231612242172.1184
1392,2015,12,99616,AUS,113.35631286853942,24159664.333333332,1219596571875.4192
1452,2016,1,84373,AUS,113.475546305931,24190907.0,1207580901578.72
1514,2016,2,96443,AUS,113.65981616371809,24224380.416666668,1217522668515.2434
1574,2016,3,104512,AUS,113.84408602150518,24257853.833333332,1227464435451.7666
1636,2016,4,87571,AUS,114.02835587929225,24291327.25,1237406202388.29
1697,2016,5,96672,AUS,114.21262573707934,24324800.666666668,1247347969324.8132
1756,2016,6,128569,AUS,114.39689559486642,24358274.083333332,1257289736261.3367
1819,2016,7,91331,AUS,114.5811654526535,24391747.5,1267231503197.8599
1877,2016,8,94909,AUS,114.76543531044058,24425220.916666668,1277173270134.3833
1939,2016,9,102696,AUS,114.94970516822767,24458694.333333332,1287115037070.9067
2001,2016,10,93357,AUS,115.13397502601475,24492167.75,1297056804007.43
2063,2016,11,98937,AUS,115.31824488380184,24525641.166666668,1306998570943.9534
2125,2016,12,98763,AUS,115.50251474158891,24559114.583333332,1316940337880.4766
2184,2017,1,84910,AUS,115.686784599376,24592588.0,1326882104817.0
2248,2017,2,89025,AUS,115.871054457163,24623477.166666668,1335453068431.076
2310,2017,3,105410,AUS,116.05532431495,24654366.333333332,1344024032045.1516
2374,2017,4,83135,AUS,116.239594172737,24685255.5,1352594995659.2275
2436,2017,5,102901,AUS,116.423864030524,24716144.666666668,1361165959273.3032
2498,2017,6,134171,AUS,116.608133888311,24747033.833333332,1369736922887.3792
2561,2017,7,92754,AUS,116.79240374609799,24777923.0,1378307886501.455
2620,2017,8,96662,AUS,116.97667360388499,24808812.166666668,1386878850115.5308
2685,2017,9,100200,AUS,117.16094346167199,24839701.333333332,1395449813729.6067
2747,2017,10,95763,AUS,117.34521331945899,24870590.5,1404020777343.6824
2809,2017,11,101365,AUS,117.529483177246,24901479.666666668,1412591740957.7583
2873,2017,12,102820,AUS,117.713753035033,24932368.833333332,1421162704571.834
2935,2018,1,88551,AUS,117.89802289282,24963258.0,1429733668185.91
2994,2018,2,95999,AUS,118.05627818244884,24994222.0,1426811806333.7983
3057,2018,3,106988,AUS,118.21453347207766,25025186.0,1423889944481.6865
3120,2018,4,82930,AUS,118.37278876170649,25056150.0,1420968082629.575
3181,2018,5,100754,AUS,118.53104405133533,25087114.0,1418046220777.4634
3242,2018,6,130300,AUS,118.68929934096417,25118078.0,1415124358925.3516
3306,2018,7,85551,AUS,118.847554630593,25149042.0,1412202497073.24
3367,2018,8,95221,AUS,119.00580992022182,25180006.0,1409280635221.1284
3428,2018,9,94711,AUS,119.16406520985066,25210970.0,1406358773369.0166
3492,2018,10,90718,AUS,119.3223204994795,25241934.0,1403436911516.905
3553,2018,11,93860,AUS,119.48057578910833,25272898.0,1400515049664.7935
3615,2018,12,87528,AUS,119.63883107873716,25303862.0,1397593187812.6816
3678,2019,1,81994,AUS,119.797086368366,25334826.0,1394671325960.57
3740,2019,2,87102,AUS,119.88163371488008,25361027.833333332,1389313844206.2976
3801,2019,3,99442,AUS,119.96618106139417,25387229.666666668,1383956362452.0251
3865,2019,4,75550,AUS,120.05072840790825,25413431.5,1378598880697.7524
3925,2019,5,92561,AUS,120.13527575442232,25439633.333333332,1373241398943.48
3986,2019,6,117817,AUS,120.21982310093641,25465835.166666668,1367883917189.2075
4050,2019,7,83184,AUS,120.3043704474505,25492037.0,1362526435434.935
4112,2019,8,85633,AUS,120.38891779396458,25518238.833333332,1357168953680.6626
4173,2019,9,88181,AUS,120.47346514047867,25544440.666666668,1351811471926.3901
4236,2019,10,82456,AUS,120.55801248699274,25570642.5,1346453990172.1177
4297,2019,11,84708,AUS,120.64255983350682,25596844.333333332,1341096508417.845
4360,2019,12,84239,AUS,120.72710718002091,25623046.166666668,1335739026663.5725
4423,2020,1,70689,AUS,120.811654526535,25649248.0,1330381544909.3
4483,2020,2,78611,AUS,121.09998265695467,25652261.666666668,1349435895857.286
4543,2020,3,80650,AUS,121.38831078737432,25655275.333333332,1368490246805.2717
4602,2020,4,38267,AUS,121.676638917794,25658289.0,1387544597753.2576
4662,2020,5,58844,AUS,121.96496704821367,25661302.666666668,1406598948701.2434
4725,2020,6,108191,AUS,122.25329517863332,25664316.333333332,1425653299649.2292
4790,2020,7,71023,AUS,122.541623309053,25667330.0,1444707650597.2148
4853,2020,8,59764,AUS,122.82995143947267,25670343.666666668,1463762001545.2007
4914,2020,9,67616,AUS,123.11827956989232,25673357.333333332,1482816352493.1865
4975,2020,10,79730,AUS,123.406607700312,25676371.0,1501870703441.1724
5035,2020,11,93663,AUS,123.69493583073167,25679384.666666668,1520925054389.1582
5097,2020,12,94171,AUS,123.98326396115132,25682398.333333332,1539979405337.144
5161,2021,1,79492,AUS,124.271592091571,25685412.0,1559033756285.13
5218,2021,2,83723,AUS,126.5819759907173,25712089.333333332,1570193997166.0107
5280,2021,3,99652,AUS,128.8923598898636,25738766.666666668,1581354238046.8916
5340,2021,4,92101,AUS,131.2027437890099,25765444.0,1592514478927.7725
5400,2021,5,100558,AUS,133.51312768815617,25792121.333333332,1603674719808.6533
5460,2021,6,110267,AUS,135.82351158730248,25818798.666666668,1614834960689.5342
5520,2021,7,83890,AUS,138.13389548644878,25845476.0,1625995201570.415
5575,2021,8,80965,AUS,140.44427938559508,25872153.333333332,1637155442451.2957
5632,2021,9,82942,AUS,142.75466328474138,25898830.666666668,1648315683332.1765
5690,2021,10,74295,AUS,145.06504718388766,25925508.0,1659475924213.0574
5746,2021,11,80359,AUS,147.37543108303396,25952185.333333332,1670636165093.9382
5804,2021,12,78141,AUS,149.68581498218026,25978862.666666668,1681796405974.819
5860,2022,1,75468,AUS,151.99619888132656,26005540.0,1692956646855.7
5914,2022,2,84809,AUS,152.30232086723723,27633739.212067474,1582890863915.4065
5972,2022,3,100623,AUS,152.60844285314792,29261938.42413495,1472825080975.1128
6031,2022,4,80509,AUS,152.91456483905858,30890137.636202425,1362759298034.8193
6089,2022,5,93753,AUS,153.22068682496925,32518336.8482699,1252693515094.526
6147,2022,6,99245,AUS,153.52680881087994,34146536.06033737,1142627732154.2324
6205,2022,7,83867,AUS,153.8329307967906,35774735.27240485,1032561949213.9388
6259,2022,8,94649,AUS,154.13905278270127,37402934.48447232,922496166273.6453
6319,2022,9,92909,AUS,154.44517476861196,39031133.6965398,812430383333.3518
6377,2022,10,86681,AUS,154.75129675452263,40659332.908607274,702364600393.0583
6432,2022,11,94389,AUS,155.0574187404333,42287532.120674744,592298817452.7649
6490,2022,12,87213,AUS,155.36354072634398,43915731.33274222,482233034512.4712
6544,2023,1,83988,AUS,155.66966271225465,45543930.5448097,372167251572.17773
6599,2023,2,85854,AUS,155.66966271225465,45543930.5448097,372167251572.17773
6658,2023,3,96577,AUS,155.66966271225465,45543930.5448097,372167251572.17773
6713,2023,4,81537,AUS,155.66966271225465,45543930.5448097,372167251572.17773
6767,2023,5,104987,AUS,155.66966271225465,45543930.5448097,372167251572.17773
6820,2023,6,123938,AUS,155.66966271225465,45543930.5448097,372167251572.17773
6877,2023,7,96352,AUS,155.66966271225465,45543930.5448097,372167251572.17773
6928,2023,8,109381,AUS,155.66966271225465,45543930.5448097,372167251572.17773
6983,2023,9,110045,AUS,155.66966271225465,45543930.5448097,372167251572.17773
30,2014,1,25945,AUT,109.70500693326,8546356.0,442584815286.034
86,2014,2,29641,AUT,109.78697150568566,8554384.583333334,437533676389.7431
145,2014,3,32409,AUT,109.86893607811133,8562413.166666666,432482537493.45215
203,2014,4,31805,AUT,109.950900650537,8570441.75,427431398597.16125
263,2014,5,29707,AUT,110.03286522296267,8578470.333333334,422380259700.87036
321,2014,6,31735,AUT,110.11482979538833,8586498.916666666,417329120804.5794
381,2014,7,27419,AUT,110.196794367814,8594527.5,412277981908.2885
441,2014,8,23398,AUT,110.27875894023967,8602556.083333334,407226843011.9976
498,2014,9,27262,AUT,110.36072351266533,8610584.666666666,402175704115.70667
556,2014,10,29591,AUT,110.442688085091,8618613.25,397124565219.4158
619,2014,11,23749,AUT,110.52465265751667,8626641.833333334,392073426323.1249
681,2014,12,18737,AUT,110.60661722994234,8634670.416666666,387022287426.8339
736,2015,1,25447,AUT,110.688581802368,8642699.0,381971148530.543
798,2015,2,22791,AUT,110.77082265790808,8650529.75,383126665572.28937
856,2015,3,33990,AUT,110.85306351344818,8658360.5,384282182614.0357
916,2015,4,32547,AUT,110.93530436898826,8666191.25,385437699655.78204
978,2015,5,29021,AUT,111.01754522452833,8674022.0,386593216697.5284
1039,2015,6,33442,AUT,111.09978608006843,8681852.75,387748733739.2747
1100,2015,7,29875,AUT,111.1820269356085,8689683.5,388904250781.021
1162,2015,8,24871,AUT,111.26426779114858,8697514.25,390059767822.76733
1221,2015,9,29033,AUT,111.34650864668868,8705345.0,391215284864.5137
1283,2015,10,28065,AUT,111.42874950222875,8713175.75,392370801906.26
1346,2015,11,26083,AUT,111.51099035776883,8721006.5,393526318948.00635
1408,2015,12,24412,AUT,111.59323121330893,8728837.25,394681835989.7527
1469,2016,1,26225,AUT,111.675472068849,8736668.0,395837353031.499
1531,2016,2,25291,AUT,111.86916099450917,8741742.833333334,397622669599.2889
1587,2016,3,35382,AUT,112.06284992016934,8746817.666666666,399407986167.0787
1648,2016,4,34395,AUT,112.25653884582951,8751892.5,401193302734.8685
1709,2016,5,31183,AUT,112.45022777148966,8756967.333333334,402978619302.6583
1771,2016,6,37471,AUT,112.64391669714983,8762042.166666666,404763935870.4482
1832,2016,7,29482,AUT,112.83760562281,8767117.0,406549252438.23804
1894,2016,8,26811,AUT,113.03129454847017,8772191.833333334,408334569006.02783
1954,2016,9,32631,AUT,113.22498347413034,8777266.666666666,410119885573.8177
2015,2016,10,28804,AUT,113.4186723997905,8782341.5,411905202141.6075
2077,2016,11,28522,AUT,113.61236132545066,8787416.333333334,413690518709.39734
2139,2016,12,27690,AUT,113.80605025111083,8792491.166666666,415475835277.18713
2199,2017,1,29022,AUT,113.999739176771,8797566.0,417261151844.977
2260,2017,2,28026,AUT,114.18958482477584,8801145.583333334,420405320365.90405
2320,2017,3,41321,AUT,114.37943047278067,8804725.166666666,423549488886.8312
2384,2017,4,33343,AUT,114.5692761207855,8808304.75,426693657407.75824
2449,2017,5,36074,AUT,114.75912176879034,8811884.333333334,429837825928.6853
2511,2017,6,39191,AUT,114.94896741679517,8815463.916666666,432981994449.6124
2574,2017,7,30843,AUT,115.13881306479999,8819043.5,436126162970.5395
2637,2017,8,29370,AUT,115.32865871280482,8822623.083333334,439270331491.46655
2699,2017,9,33002,AUT,115.51850436080966,8826202.666666666,442414500012.3937
2761,2017,10,31333,AUT,115.70835000881449,8829782.25,445558668533.32074
2823,2017,11,32725,AUT,115.89819565681933,8833361.833333334,448702837054.2478
2886,2017,12,28314,AUT,116.08804130482416,8836941.416666666,451847005575.1749
2948,2018,1,31656,AUT,116.277886952829,8840521.0,454991174096.102
3008,2018,2,29634,AUT,116.42622804478066,8843804.25,454124922575.198
3068,2018,3,40158,AUT,116.57456913673232,8847087.5,453258671054.294
3130,2018,4,36135,AUT,116.72291022868399,8850370.75,452392419533.39
3194,2018,5,36222,AUT,116.87125132063566,8853654.0,451526168012.486
3254,2018,6,41950,AUT,117.01959241258733,8856937.25,450659916491.58203
3315,2018,7,35044,AUT,117.167933504539,8860220.5,449793664970.678
3377,2018,8,37389,AUT,117.31627459649066,8863503.75,448927413449.774
3446,2018,9,20552,AUT,117.46461568844232,8866787.0,448061161928.87
3506,2018,10,25815,AUT,117.612956780394,8870070.25,447194910407.966
3569,2018,11,27279,AUT,117.76129787234566,8873353.5,446328658887.062
3633,2018,12,21821,AUT,117.90963896429733,8876636.75,445462407366.158
3692,2019,1,28506,AUT,118.057980056249,8879920.0,444596155845.254
3751,2019,2,26985,AUT,118.19393470459191,8882998.666666666,443800585937.79425
3812,2019,3,36165,AUT,118.32988935293483,8886077.333333334,443005016030.33453
3871,2019,4,36113,AUT,118.46584400127774,8889156.0,442209446122.87476
3935,2019,5,34518,AUT,118.60179864962066,8892234.666666666,441413876215.41504
3998,2019,6,36422,AUT,118.73775329796358,8895313.333333334,440618306307.95526
4058,2019,7,35417,AUT,118.8737079463065,8898392.0,439822736400.4955
4122,2019,8,33771,AUT,119.00966259464941,8901470.666666666,439027166493.03577
4189,2019,9,23780,AUT,119.14561724299233,8904549.333333334,438231596585.576
4251,2019,10,28640,AUT,119.28157189133525,8907628.0,437436026678.1163
4312,2019,11,26306,AUT,119.41752653967816,8910706.666666666,436640456770.6565
4376,2019,12,25537,AUT,119.55348118802108,8913785.333333334,435844886863.1968
4436,2020,1,21387,AUT,119.689435836364,8916864.0,435049316955.737
4498,2020,2,20069,AUT,119.96538648009783,8920108.416666666,438736487438.3462
4570,2020,3,10815,AUT,120.24133712383167,8923352.833333334,442423657920.9553
4611,2020,4,11414,AUT,120.5172877675655,8926597.25,446110828403.5645
4674,2020,5,19199,AUT,120.79323841129933,8929841.666666666,449797998886.17365
4738,2020,6,25572,AUT,121.06918905503316,8933086.083333334,453485169368.78284
4800,2020,7,24827,AUT,121.345139698767,8936330.5,457172339851.39197
4866,2020,8,19872,AUT,121.62109034250084,8939574.916666666,460859510334.00116
4931,2020,9,21895,AUT,121.89704098623467,8942819.333333334,464546680816.61035
4992,2020,10,22616,AUT,122.1729916299685,8946063.75,468233851299.2195
5058,2020,11,19430,AUT,122.44894227370233,8949308.166666666,471921021781.8287
5119,2020,12,21697,AUT,122.72489291743616,8952552.583333334,475608192264.43787
5182,2021,1,16649,AUT,123.00084356117,8955797.0,479295362747.047
5235,2021,2,23465,AUT,125.434240445026,8962968.166666666,478599243080.6882
5291,2021,3,34583,AUT,127.86763732888203,8970139.333333334,477903123414.32935
5352,2021,4,26785,AUT,130.30103421273805,8977310.5,477207003747.9705
5411,2021,5,27655,AUT,132.73443109659405,8984481.666666666,476510884081.6117
5472,2021,6,33818,AUT,135.16782798045006,8991652.833333334,475814764415.25287
5534,2021,7,24419,AUT,137.60122486430606,8998824.0,475118644748.89404
5589,2021,8,22445,AUT,140.0346217481621,9005995.166666666,474422525082.53516
5647,2021,9,22765,AUT,142.4680186320181,9013166.333333334,473726405416.17633
5706,2021,10,22521,AUT,144.9014155158741,9020337.5,473030285749.8175
5765,2021,11,20118,AUT,147.33481239973014,9027508.666666666,472334166083.4587
5823,2021,12,20182,AUT,149.76820928358615,9034679.833333334,471638046417.09985
5881,2022,1,17102,AUT,152.20160616744215,9041851.0,470941926750.741
5937,2022,2,17804,AUT,152.50772815335282,12077386.157098016,462737096552.3899
5994,2022,3,22914,AUT,152.8138501392635,15112921.314196032,454532266354.03876
6053,2022,4,18004,AUT,153.11997212517417,18148456.471294045,446327436155.6876
6111,2022,5,18944,AUT,153.42609411108484,21183991.628392063,438122605957.3365
6164,2022,6,24610,AUT,153.73221609699553,24219526.785490077,429917775758.98535
6226,2022,7,17812,AUT,154.0383380829062,27255061.94258809,421712945560.63416
6280,2022,8,19661,AUT,154.34446006881686,30290597.09968611,413508115362.2831
6337,2022,9,22094,AUT,154.65058205472755,33326132.256784122,405303285163.9319
6395,2022,10,17681,AUT,154.95670404063821,36361667.41388214,397098454965.58075
6452,2022,11,20116,AUT,155.26282602654888,39397202.570980154,388893624767.2296
6507,2022,12,19216,AUT,155.56894801245957,42432737.72807817,380688794568.8785
6560,2023,1,20382,AUT,155.87506999837024,45468272.88517618,372483964370.52734
6616,2023,2,20021,AUT,155.87506999837024,45468272.88517618,372483964370.52734
6671,2023,3,29245,AUT,155.87506999837024,45468272.88517618,372483964370.52734
6726,2023,4,20731,AUT,155.87506999837024,45468272.88517618,372483964370.52734
6783,2023,5,22840,AUT,155.87506999837024,45468272.88517618,372483964370.52734
6836,2023,6,27165,AUT,155.87506999837024,45468272.88517618,372483964370.52734
6895,2023,7,20286,AUT,155.87506999837024,45468272.88517618,372483964370.52734
6947,2023,8,21644,AUT,155.87506999837024,45468272.88517618,372483964370.52734
7000,2023,9,22485,AUT,155.87506999837024,45468272.88517618,372483964370.52734
20,2014,1,54704,BEL,108.02321825881,11209057.0,535390200131.018
81,2014,2,50420,BEL,108.07375774540058,11214485.25,529302314690.2235
138,2014,3,57723,BEL,108.12429723199116,11219913.5,523214429249.429
197,2014,4,58152,BEL,108.17483671858176,11225341.75,517126543808.6345
259,2014,5,47417,BEL,108.22537620517234,11230770.0,511038658367.84
317,2014,6,47270,BEL,108.27591569176292,11236198.25,504950772927.04553
376,2014,7,38773,BEL,108.32645517835351,11241626.5,498862887486.251
436,2014,8,31603,BEL,108.37699466494409,11247054.75,492775002045.45654
494,2014,9,39949,BEL,108.42753415153467,11252483.0,486687116604.662
553,2014,10,42348,BEL,108.47807363812525,11257911.25,480599231163.8675
613,2014,11,33316,BEL,108.52861312471583,11263339.5,474511345723.073
674,2014,12,30719,BEL,108.57915261130643,11268767.75,468423460282.2785
727,2015,1,52629,BEL,108.629692097897,11274196.0,462335574841.484
788,2015,2,49286,BEL,108.80837460226317,11278964.833333334,463479506717.77094
848,2015,3,61013,BEL,108.98705710662934,11283733.666666666,464623438594.05786
908,2015,4,57348,BEL,109.1657396109955,11288502.5,465767370470.3447
973,2015,5,45461,BEL,109.34442211536167,11293271.333333334,466911302346.63165
1033,2015,6,52149,BEL,109.52310461972783,11298040.166666666,468055234222.9186
1095,2015,7,42810,BEL,109.70178712409401,11302809.0,469199166099.2055
1158,2015,8,34982,BEL,109.88046962846018,11307577.833333334,470343097975.49243
1217,2015,9,42030,BEL,110.05915213282634,11312346.666666666,471487029851.77936
1280,2015,10,44134,BEL,110.2378346371925,11317115.5,472630961728.0663
1341,2015,11,40470,BEL,110.41651714155867,11321884.333333334,473774893604.35315
1403,2015,12,37002,BEL,110.59519964592484,11326653.166666666,474918825480.6401
1458,2016,1,50136,BEL,110.773882150291,11331422.0,476062757356.927
1517,2016,2,55388,BEL,110.97013385487716,11335066.666666666,478287920956.8793
1580,2016,3,62771,BEL,111.16638555946334,11338711.333333334,480513084556.8315
1640,2016,4,60848,BEL,111.3626372640495,11342356.0,482738248156.78375
1703,2016,5,54603,BEL,111.55888896863567,11346000.666666666,484963411756.736
1762,2016,6,62299,BEL,111.75514067322183,11349645.333333334,487188575356.68823
1827,2016,7,38562,BEL,111.95139237780799,11353290.0,489413738956.6405
1888,2016,8,43581,BEL,112.14764408239417,11356934.666666666,491638902556.5928
1949,2016,9,46939,BEL,112.34389578698033,11360579.333333334,493864066156.545
2010,2016,10,47057,BEL,112.5401474915665,11364224.0,496089229756.49725
2071,2016,11,44622,BEL,112.73639919615266,11367868.666666666,498314393356.4495
2135,2016,12,38371,BEL,112.93265090073884,11371513.333333334,500539556956.40173
2187,2017,1,58327,BEL,113.128902605325,11375158.0,502764720556.354
2250,2017,2,58421,BEL,113.32246285796266,11379482.666666666,506142582759.89966
2315,2017,3,68959,BEL,113.51602311060033,11383807.333333334,509520444963.4453
2378,2017,4,57341,BEL,113.709583363238,11388132.0,512898307166.99097
2441,2017,5,58092,BEL,113.90314361587566,11392456.666666666,516276169370.5367
2503,2017,6,62881,BEL,114.09670386851333,11396781.333333334,519654031574.08234
2568,2017,7,41851,BEL,114.290264121151,11401106.0,523031893777.628
2631,2017,8,40570,BEL,114.48382437378866,11405430.666666666,526409755981.17365
2691,2017,9,46788,BEL,114.67738462642633,11409755.333333334,529787618184.7193
2754,2017,10,49522,BEL,114.870944879064,11414080.0,533165480388.265
2817,2017,11,45399,BEL,115.06450513170167,11418404.666666666,536543342591.81067
2884,2017,12,32151,BEL,115.25806538433933,11422729.333333334,539921204795.3563
2937,2018,1,64251,BEL,115.451625636977,11427054.0,543299066998.902
2999,2018,2,56470,BEL,115.58986159955984,11432214.5,542679628444.8104
3062,2018,3,65145,BEL,115.72809756214266,11437375.0,542060189890.7188
3124,2018,4,61065,BEL,115.86633352472549,11442535.5,541440751336.6272
3186,2018,5,61947,BEL,116.00456948730833,11447696.0,540821312782.53564
3247,2018,6,63554,BEL,116.14280544989117,11452856.5,540201874228.4441
3311,2018,7,47984,BEL,116.281041412474,11458017.0,539582435674.3525
3372,2018,8,60024,BEL,116.41927737505682,11463177.5,538962997120.26086
3437,2018,9,32795,BEL,116.55751333763966,11468338.0,538343558566.1693
3497,2018,10,44090,BEL,116.6957493002225,11473498.5,537724120012.07776
3560,2018,11,40090,BEL,116.83398526280533,11478659.0,537104681457.98615
3630,2018,12,27657,BEL,116.97222122538815,11483819.5,536485242903.89453
3681,2019,1,58492,BEL,117.110457187971,11488980.0,535865804349.803
3742,2019,2,56431,BEL,117.18275257781283,11493115.333333334,535065673166.2689
3804,2019,3,62432,BEL,117.25504796765466,11497250.666666666,534265541982.7348
3866,2019,4,60500,BEL,117.32734335749649,11501386.0,533465410799.20074
3929,2019,5,58164,BEL,117.39963874733833,11505521.333333334,532665279615.6666
3989,2019,6,56788,BEL,117.47193413718017,11509656.666666666,531865148432.13257
4052,2019,7,51780,BEL,117.544229527022,11513792.0,531065017248.5985
4114,2019,8,54333,BEL,117.61652491686382,11517927.333333334,530264886065.0644
4180,2019,9,40722,BEL,117.68882030670567,11522062.666666666,529464754881.53033
4241,2019,10,49267,BEL,117.7611156965475,11526198.0,528664623697.9962
4305,2019,11,40513,BEL,117.83341108638933,11530333.333333334,527864492514.46216
4370,2019,12,39558,BEL,117.90570647623116,11534468.666666666,527064361330.92804
4425,2020,1,44924,BEL,117.978001866073,11538604.0,526264230147.394
4489,2020,2,39913,BEL,118.21791490227008,11542569.916666666,532471278685.23956
4552,2020,3,26183,BEL,118.45782793846716,11546535.833333334,538678327223.08514
4624,2020,4,5107,BEL,118.69774097466424,11550501.75,544885375760.9307
4668,2020,5,29703,BEL,118.93765401086134,11554467.666666666,551092424298.7764
4734,2020,6,43796,BEL,119.17756704705842,11558433.583333334,557299472836.622
4795,2020,7,39502,BEL,119.4174800832555,11562399.5,563506521374.4675
4858,2020,8,32878,BEL,119.65739311945258,11566365.416666666,569713569912.3131
4923,2020,9,31745,BEL,119.89730615564966,11570331.333333334,575920618450.1587
4985,2020,10,33709,BEL,120.13721919184675,11574297.25,582127666988.0043
5050,2020,11,25816,BEL,120.37713222804383,11578263.166666666,588334715525.8499
5113,2020,12,27377,BEL,120.61704526424091,11582229.083333334,594541764063.6954
5167,2021,1,44525,BEL,120.856958300438,11586195.0,600748812601.541
5227,2021,2,43026,BEL,123.52036411088383,11594496.583333334,599306044516.4095
5287,2021,3,52559,BEL,126.18376992132966,11602798.166666666,597863276431.2781
5347,2021,4,44370,BEL,128.8471757317755,11611099.75,596420508346.1465
5408,2021,5,40457,BEL,131.51058154222133,11619401.333333334,594977740261.015
5466,2021,6,47299,BEL,134.17398735266715,11627702.916666666,593534972175.8835
5529,2021,7,31366,BEL,136.837393163113,11636004.5,592092204090.752
5585,2021,8,31726,BEL,139.50079897355883,11644306.083333334,590649436005.6205
5642,2021,9,31115,BEL,142.16420478400465,11652607.666666666,589206667920.489
5699,2021,10,30339,BEL,144.8276105944505,11660909.25,587763899835.3575
5756,2021,11,28235,BEL,147.49101640489633,11669210.833333334,586321131750.2261
5820,2021,12,24751,BEL,150.15442221534218,11677512.416666666,584878363665.0945
5867,2022,1,37823,BEL,152.817828025788,11685814.0,583435595579.963
5924,2022,2,36595,BEL,153.12395001169867,14482104.492189646,565935471178.7643
5982,2022,3,42547,BEL,153.43007199760936,17278394.98437929,548435346777.56555
6043,2022,4,32698,BEL,153.73619398352002,20074685.476568937,530935222376.3668
6100,2022,5,33459,BEL,154.0423159694307,22870975.968758583,513435097975.168
6155,2022,6,39503,BEL,154.34843795534138,25667266.46094823,495934973573.9693
6217,2022,7,29704,BEL,154.65455994125205,28463556.953137875,478434849172.77057
6272,2022,8,33311,BEL,154.9606819271627,31259847.44532752,460934724771.57184
6329,2022,9,35495,BEL,155.2668039130734,34056137.937517166,443434600370.37305
6384,2022,10,34888,BEL,155.57292589898407,36852428.42970681,425934475969.1743
6442,2022,11,34100,BEL,155.87904788489473,39648718.92189646,408434351567.9756
